,Ship Mode,Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
5826,Second Class,Home Office,New York,East,Furniture,Chairs,4.508670298762461,1,0.1,P
5827,Second Class,Home Office,New York,East,Furniture,Chairs,5.202709142332889,2,0.1,L
5828,Second Class,Home Office,New York,East,Office Supplies,Art,1.715598108262491,2,0.0,P
5829,Standard Class,Consumer,Indiana,Central,Furniture,Tables,6.366401716847188,2,0.0,P
5830,Standard Class,Consumer,Indiana,Central,Furniture,Chairs,3.4005304926744517,1,0.0,P
5831,Standard Class,Consumer,California,West,Technology,Accessories,6.253751885539819,4,0.0,P
5832,Standard Class,Consumer,North Carolina,South,Office Supplies,Labels,1.834818958688502,3,0.2,P
5833,Standard Class,Consumer,North Carolina,South,Furniture,Chairs,5.896934063261749,5,0.2,L
5834,Standard Class,Consumer,Florida,South,Office Supplies,Binders,4.162003210695915,5,0.7,L
5835,Standard Class,Consumer,Florida,South,Office Supplies,Binders,3.651177586929925,3,0.7,L
5836,Standard Class,Consumer,Florida,South,Technology,Accessories,4.28496492183075,5,0.2,L
5837,Standard Class,Consumer,California,West,Technology,Phones,4.052966857768123,4,0.2,P
5838,Standard Class,Consumer,Washington,West,Office Supplies,Storage,4.4272389774954295,5,0.0,P
5839,Second Class,Home Office,Virginia,South,Office Supplies,Paper,3.4781584227982836,5,0.0,P
5840,Second Class,Home Office,Virginia,South,Furniture,Furnishings,3.8707842574115485,2,0.0,P
5841,Standard Class,Consumer,California,West,Technology,Phones,6.030608334225609,4,0.2,P
5842,Standard Class,Consumer,California,West,Office Supplies,Storage,5.719983853994209,5,0.0,P
5843,Standard Class,Consumer,California,West,Furniture,Furnishings,4.3939552055391555,4,0.0,P
5844,Standard Class,Consumer,California,West,Office Supplies,Storage,6.655710584121488,7,0.0,P
5845,Standard Class,Consumer,California,West,Office Supplies,Paper,3.4781584227982836,5,0.0,P
5846,Standard Class,Consumer,California,West,Furniture,Chairs,5.418621665591465,2,0.2,P
5847,Standard Class,Consumer,California,West,Furniture,Furnishings,3.6000482404073204,3,0.0,P
5848,Standard Class,Home Office,Minnesota,Central,Office Supplies,Appliances,6.573177247221622,2,0.0,P
5849,Standard Class,Home Office,Minnesota,Central,Office Supplies,Storage,6.678983418409076,3,0.0,P
5850,Standard Class,Home Office,Minnesota,Central,Technology,Copiers,6.309900096243044,1,0.0,P
5851,Standard Class,Home Office,Minnesota,Central,Office Supplies,Binders,4.314282982587362,3,0.0,P
5852,Standard Class,Home Office,Minnesota,Central,Furniture,Furnishings,3.3748534063225533,3,0.0,P
5853,Standard Class,Home Office,Virginia,South,Office Supplies,Binders,2.265921108622454,2,0.0,P
5854,Standard Class,Corporate,Texas,Central,Office Supplies,Storage,3.5111871657036438,7,0.2,L
5855,Standard Class,Corporate,Texas,Central,Office Supplies,Supplies,3.1372318358276905,3,0.2,L
5856,Standard Class,Corporate,Texas,Central,Office Supplies,Binders,0.3089542077273207,1,0.8,L
5857,Standard Class,Corporate,Texas,Central,Furniture,Furnishings,2.6919208191723265,5,0.6,L
5858,Second Class,Consumer,California,West,Furniture,Bookcases,5.4792462874079,2,0.15,P
5859,Standard Class,Consumer,Arkansas,South,Furniture,Tables,5.710294558271424,2,0.0,P
5860,Second Class,Home Office,Pennsylvania,East,Office Supplies,Paper,2.075433520282297,2,0.2,P
5861,Second Class,Consumer,Arkansas,South,Office Supplies,Paper,4.699752828474039,2,0.0,P
5862,Second Class,Consumer,Arkansas,South,Office Supplies,Paper,2.967332799032293,3,0.0,P
5863,Second Class,Consumer,Arkansas,South,Office Supplies,Art,2.412335956953165,2,0.0,P
5864,Second Class,Corporate,Connecticut,East,Office Supplies,Appliances,4.375379591952088,3,0.0,P
5865,Second Class,Corporate,Connecticut,East,Office Supplies,Art,1.5173226235262947,2,0.0,P
5866,Second Class,Corporate,Connecticut,East,Furniture,Chairs,7.032933127710366,5,0.0,P
5867,Standard Class,Corporate,Pennsylvania,East,Office Supplies,Art,1.5415872455259259,1,0.2,P
5868,Standard Class,Corporate,Pennsylvania,East,Office Supplies,Binders,4.649952328759984,6,0.7,L
5869,Standard Class,Home Office,Wyoming,West,Furniture,Chairs,7.3797169899340345,4,0.2,P
5870,Same Day,Corporate,California,West,Furniture,Tables,7.165097724428045,7,0.2,P
5871,Standard Class,Consumer,Indiana,Central,Furniture,Furnishings,4.851639562605798,3,0.0,P
5872,Standard Class,Home Office,Georgia,South,Office Supplies,Storage,4.090336540824562,1,0.0,P
5873,Same Day,Home Office,Arkansas,South,Office Supplies,Binders,4.6828716936519434,7,0.0,P
5874,Same Day,Home Office,Arkansas,South,Office Supplies,Binders,2.255493485460195,3,0.0,P
5875,First Class,Home Office,Pennsylvania,East,Office Supplies,Art,2.462661040840681,3,0.2,P
5876,Standard Class,Home Office,Massachusetts,East,Office Supplies,Binders,6.104480683576686,7,0.0,P
5877,Standard Class,Home Office,Massachusetts,East,Office Supplies,Paper,2.88703285663065,3,0.0,P
5878,Standard Class,Home Office,Massachusetts,East,Office Supplies,Appliances,5.504843612038809,6,0.0,P
5879,Standard Class,Consumer,New York,East,Office Supplies,Paper,5.258328358331673,4,0.0,P
5880,Standard Class,Corporate,California,West,Furniture,Chairs,6.686569809374089,2,0.2,P
5881,Standard Class,Corporate,California,West,Office Supplies,Paper,5.910552711852466,9,0.0,P
5882,Standard Class,Corporate,California,West,Furniture,Chairs,6.786184077276329,9,0.2,L
5883,Second Class,Corporate,California,West,Furniture,Furnishings,3.342154841028372,2,0.0,P
5884,Second Class,Corporate,California,West,Office Supplies,Supplies,8.499556576620384,3,0.0,P
5885,Same Day,Consumer,California,West,Office Supplies,Binders,2.6638893053164403,3,0.2,P
5886,Same Day,Consumer,California,West,Technology,Accessories,5.192790170333112,3,0.0,P
5887,First Class,Corporate,Rhode Island,East,Office Supplies,Storage,3.7556030861568446,1,0.0,P
5888,Standard Class,Consumer,Kentucky,South,Office Supplies,Paper,3.821660565347755,2,0.0,P
5889,First Class,Consumer,Maryland,East,Office Supplies,Binders,3.221272949467922,2,0.0,P
5890,Standard Class,Consumer,Illinois,Central,Office Supplies,Paper,3.6488904458975733,1,0.2,P
5891,Standard Class,Consumer,Illinois,Central,Office Supplies,Storage,3.0712107347298967,2,0.2,P
5892,Standard Class,Consumer,Illinois,Central,Technology,Accessories,4.401535101061924,3,0.2,P
5893,Standard Class,Consumer,Georgia,South,Office Supplies,Binders,1.0224509277025455,1,0.0,P
5894,Standard Class,Corporate,California,West,Office Supplies,Storage,4.603869340255043,3,0.0,P
5895,Standard Class,Home Office,California,West,Office Supplies,Labels,3.7932394694381792,3,0.0,P
5896,Standard Class,Home Office,California,West,Office Supplies,Paper,3.0633909220278057,5,0.0,P
5897,Standard Class,Consumer,Indiana,Central,Furniture,Furnishings,4.264368591205649,4,0.0,P
5898,Standard Class,Consumer,Indiana,Central,Technology,Phones,5.560527773026148,4,0.0,P
5899,Standard Class,Corporate,California,West,Office Supplies,Envelopes,2.280339484046726,1,0.0,P
5900,Standard Class,Home Office,California,West,Office Supplies,Binders,3.1860219999971227,9,0.2,P
5901,Standard Class,Corporate,New Jersey,East,Furniture,Furnishings,3.4518904959776733,3,0.0,P
5902,Same Day,Home Office,California,West,Office Supplies,Paper,4.0933440618885175,3,0.0,P
5903,Same Day,Home Office,California,West,Office Supplies,Paper,3.8146306594194965,4,0.0,P
5904,Same Day,Home Office,California,West,Office Supplies,Paper,3.2733640101522705,5,0.0,P
5905,Same Day,Home Office,California,West,Office Supplies,Labels,3.7232808808312687,4,0.0,P
5906,Same Day,Home Office,California,West,Technology,Accessories,2.830267833826459,1,0.0,P
5907,Standard Class,Corporate,California,West,Office Supplies,Binders,3.2069651738423657,2,0.2,P
5908,Standard Class,Corporate,California,West,Office Supplies,Appliances,4.089332020398556,3,0.0,P
5909,Standard Class,Corporate,California,West,Furniture,Furnishings,2.67552700939665,3,0.0,P
5910,Standard Class,Corporate,California,West,Office Supplies,Binders,4.646158566665402,3,0.2,P
5911,Standard Class,Home Office,Washington,West,Office Supplies,Storage,3.8400972658565573,3,0.0,P
5912,Second Class,Corporate,Kentucky,South,Office Supplies,Supplies,3.2386784521643803,3,0.0,P
5913,Standard Class,Consumer,New York,East,Office Supplies,Storage,2.7013612129514133,5,0.0,P
5914,Standard Class,Consumer,New York,East,Office Supplies,Labels,4.47403591796329,7,0.0,P
5915,Standard Class,Consumer,New York,East,Furniture,Chairs,5.297136669799874,2,0.1,P
5916,Standard Class,Consumer,New York,East,Office Supplies,Storage,4.549657476057832,4,0.0,P
5917,Standard Class,Consumer,New York,East,Furniture,Bookcases,8.349650842116747,6,0.2,P
5918,Standard Class,Consumer,New York,East,Furniture,Bookcases,7.602860541248244,5,0.2,L
5919,Standard Class,Consumer,New York,East,Technology,Phones,5.346964663369558,3,0.0,P
5920,Standard Class,Consumer,New York,East,Technology,Accessories,6.492088308389376,2,0.0,P
5921,Standard Class,Consumer,New York,East,Office Supplies,Paper,4.7091697760065765,2,0.0,P
5922,Standard Class,Consumer,New York,East,Technology,Phones,4.216562194946349,4,0.0,P
5923,Second Class,Corporate,New York,East,Furniture,Tables,5.746765332828056,2,0.4,L
5924,Second Class,Consumer,Virginia,South,Office Supplies,Art,3.133753571451366,7,0.0,P
5925,Standard Class,Corporate,Washington,West,Technology,Accessories,7.002610809994816,10,0.0,P
5926,Standard Class,Corporate,Alabama,South,Furniture,Tables,7.103256270888206,8,0.0,P
5927,Standard Class,Corporate,Arkansas,South,Office Supplies,Labels,1.9892432737616872,1,0.0,P
5928,Standard Class,Corporate,Arkansas,South,Furniture,Furnishings,2.188295946591918,4,0.0,P
5929,First Class,Consumer,Pennsylvania,East,Furniture,Bookcases,4.468319003238894,3,0.5,L
5930,First Class,Consumer,Pennsylvania,East,Office Supplies,Paper,2.7441892477180834,3,0.2,P
5931,First Class,Consumer,Pennsylvania,East,Technology,Phones,6.527940373609006,2,0.4,L
5932,First Class,Consumer,Pennsylvania,East,Office Supplies,Storage,2.5946575137471193,3,0.2,P
5933,First Class,Consumer,Pennsylvania,East,Technology,Accessories,2.8199492935996187,3,0.2,P
5934,First Class,Consumer,Pennsylvania,East,Technology,Accessories,6.268944757075166,2,0.2,P
5935,Same Day,Home Office,Washington,West,Furniture,Furnishings,3.2347491740244907,5,0.0,P
5936,Same Day,Home Office,Washington,West,Technology,Phones,5.178857926510709,3,0.2,P
5937,Same Day,Home Office,Washington,West,Technology,Phones,4.2763327301148175,3,0.2,P
5938,Standard Class,Consumer,Texas,Central,Technology,Phones,4.564264854662087,1,0.2,P
5939,Standard Class,Consumer,Texas,Central,Office Supplies,Labels,2.581428216778622,4,0.2,P
5940,Second Class,Consumer,California,West,Technology,Accessories,6.077275203521093,12,0.0,P
5941,Second Class,Consumer,California,West,Office Supplies,Art,1.7715567619105355,2,0.0,P
5942,Standard Class,Consumer,California,West,Technology,Phones,5.352654025201011,4,0.2,P
5943,Standard Class,Corporate,California,West,Furniture,Furnishings,1.8373699804801074,1,0.0,P
5944,Standard Class,Corporate,California,West,Technology,Accessories,4.554928969551344,5,0.0,P
5945,Standard Class,Corporate,California,West,Office Supplies,Paper,3.255014871484074,4,0.0,P
5946,Standard Class,Corporate,California,West,Office Supplies,Storage,3.888549649242504,4,0.0,P
5947,Second Class,Home Office,Iowa,Central,Office Supplies,Binders,3.254242968705492,5,0.0,P
5948,Same Day,Corporate,Mississippi,South,Office Supplies,Envelopes,3.7537304264335525,4,0.0,P
5949,Same Day,Corporate,Mississippi,South,Technology,Accessories,5.703682469655868,3,0.0,P
5950,Same Day,Corporate,Mississippi,South,Office Supplies,Appliances,5.56926011499552,2,0.0,P
5951,Same Day,Corporate,Mississippi,South,Office Supplies,Binders,5.456858394676588,6,0.0,P
5952,Standard Class,Home Office,Texas,Central,Office Supplies,Paper,3.031871320169864,4,0.2,P
5953,First Class,Corporate,New York,East,Office Supplies,Art,2.3513752571634776,5,0.0,P
5954,Second Class,Corporate,Pennsylvania,East,Furniture,Furnishings,3.176719607334809,2,0.2,P
5955,Second Class,Corporate,Pennsylvania,East,Furniture,Bookcases,6.257590956594046,4,0.5,L
5956,Second Class,Corporate,California,West,Office Supplies,Storage,6.517006354709653,5,0.0,P
5957,Second Class,Corporate,California,West,Office Supplies,Appliances,5.042779747422823,5,0.0,P
5958,Second Class,Corporate,California,West,Office Supplies,Envelopes,3.4196919642983197,4,0.0,P
5959,Second Class,Corporate,California,West,Furniture,Chairs,6.64684755324691,3,0.2,P
5960,Second Class,Corporate,California,West,Furniture,Furnishings,3.050220458838061,4,0.0,P
5961,Second Class,Home Office,California,West,Technology,Phones,6.35598265288274,9,0.2,P
5962,Second Class,Home Office,California,West,Office Supplies,Appliances,2.0515563381903004,2,0.0,P
5963,Second Class,Home Office,California,West,Office Supplies,Paper,4.819636196108613,4,0.0,P
5964,Standard Class,Corporate,California,West,Office Supplies,Supplies,2.8460714989995846,3,0.0,P
5965,Standard Class,Corporate,California,West,Office Supplies,Storage,5.423009810505355,6,0.0,P
5966,Standard Class,Corporate,California,West,Technology,Phones,4.681019498271529,3,0.2,P
5967,First Class,Home Office,New York,East,Office Supplies,Paper,4.406475315076191,2,0.0,P
5968,First Class,Consumer,California,West,Office Supplies,Paper,4.652530757347929,1,0.0,P
5969,First Class,Consumer,California,West,Office Supplies,Binders,2.163782690113587,2,0.2,P
5970,First Class,Consumer,California,West,Office Supplies,Paper,2.991724252156452,4,0.0,P
5971,First Class,Consumer,California,West,Furniture,Furnishings,3.761665123839584,3,0.0,P
5972,Standard Class,Consumer,New York,East,Furniture,Bookcases,5.483900266044363,1,0.2,P
5973,Standard Class,Home Office,New York,East,Office Supplies,Appliances,6.028182130043144,2,0.0,P
5974,Standard Class,Consumer,North Carolina,South,Office Supplies,Storage,5.960283429624408,5,0.2,L
5975,Standard Class,Corporate,Kansas,Central,Office Supplies,Storage,5.887159030298668,2,0.0,P
5976,Standard Class,Corporate,Kansas,Central,Office Supplies,Paper,2.6071242825122494,2,0.0,P
5977,First Class,Consumer,Arizona,West,Technology,Phones,6.313548046277095,10,0.2,P
5978,Standard Class,Home Office,Oklahoma,Central,Furniture,Tables,6.063552623502236,5,0.0,P
5979,Standard Class,Home Office,Oklahoma,Central,Office Supplies,Binders,3.467609147181407,2,0.0,P
5980,Standard Class,Home Office,Oklahoma,Central,Furniture,Chairs,5.0873493911639605,2,0.0,P
5981,Standard Class,Home Office,Oklahoma,Central,Office Supplies,Storage,2.9887076586170265,2,0.0,P
5982,Standard Class,Consumer,New York,East,Office Supplies,Paper,2.561867690924129,2,0.0,P
5983,Second Class,Consumer,Pennsylvania,East,Office Supplies,Paper,3.022568927507551,6,0.2,P
5984,Standard Class,Consumer,Mississippi,South,Furniture,Furnishings,5.223486055925033,6,0.0,P
5985,Standard Class,Consumer,Mississippi,South,Office Supplies,Binders,4.351051830374451,2,0.0,P
5986,Standard Class,Consumer,Mississippi,South,Office Supplies,Storage,4.4764273100953655,4,0.0,P
5987,Standard Class,Consumer,Mississippi,South,Office Supplies,Paper,5.505087603744301,6,0.0,P
5988,Standard Class,Consumer,Mississippi,South,Office Supplies,Binders,2.151762203259462,1,0.0,P
5989,Standard Class,Consumer,Mississippi,South,Furniture,Bookcases,6.22436038986487,5,0.0,P
5990,Standard Class,Consumer,California,West,Office Supplies,Binders,7.7653519243568,7,0.2,P
5991,Standard Class,Consumer,California,West,Technology,Phones,5.912269813136434,7,0.2,P
5992,Standard Class,Consumer,California,West,Furniture,Chairs,5.2190143852095,3,0.2,L
5993,Same Day,Corporate,Ohio,East,Office Supplies,Storage,4.173771695853422,5,0.2,L
5994,Same Day,Corporate,Ohio,East,Office Supplies,Supplies,2.604170070614818,2,0.2,P
5995,Same Day,Corporate,Ohio,East,Furniture,Chairs,6.127807608285275,5,0.3,L
5996,Same Day,Corporate,Ohio,East,Office Supplies,Appliances,5.958776052484449,4,0.2,P
5997,Same Day,Corporate,Ohio,East,Furniture,Tables,5.794810773003765,3,0.4,L
5998,Standard Class,Corporate,Idaho,West,Furniture,Chairs,5.824086773699629,3,0.2,P
5999,Standard Class,Corporate,Idaho,West,Office Supplies,Paper,3.255014871484074,4,0.0,P
6000,Standard Class,Corporate,Idaho,West,Office Supplies,Paper,4.5148077459077,4,0.0,P
6001,Standard Class,Corporate,Arizona,West,Furniture,Furnishings,4.47688216568656,3,0.2,P
6002,Standard Class,Corporate,Arizona,West,Office Supplies,Binders,1.65134731551131,2,0.7,L
6003,Standard Class,Consumer,Florida,South,Office Supplies,Binders,2.509111338484818,1,0.7,L
6004,Standard Class,Consumer,California,West,Furniture,Furnishings,2.983659692319722,4,0.0,P
6005,Standard Class,Consumer,New York,East,Furniture,Chairs,4.698332606462228,2,0.1,P
6006,Standard Class,Corporate,Massachusetts,East,Technology,Phones,4.858648937098374,3,0.0,P
6007,First Class,Corporate,South Carolina,South,Furniture,Furnishings,4.851639562605798,3,0.0,P
6008,Standard Class,Consumer,California,West,Office Supplies,Paper,4.2271256734559195,3,0.0,P
6009,Standard Class,Consumer,California,West,Office Supplies,Storage,4.316687793365541,3,0.0,P
6010,Standard Class,Consumer,California,West,Technology,Machines,7.8432837727637,6,0.2,P
6011,Standard Class,Consumer,California,West,Office Supplies,Envelopes,5.603741120475974,3,0.0,P
6012,Standard Class,Consumer,California,West,Technology,Phones,5.662543726639604,3,0.2,P
6013,First Class,Home Office,California,West,Office Supplies,Paper,2.7013612129514133,5,0.0,P
6014,First Class,Home Office,California,West,Technology,Phones,8.333008780586622,8,0.2,P
6015,Standard Class,Corporate,California,West,Furniture,Furnishings,4.521353699894981,2,0.0,P
